step,x_exact,y_exact,yaw_exact,steeringAngle_exact,x_approx,y_approx,yaw_approx,steeringAngle_approx,error
251,15.0535,12.9624,34.9303,0.652918,15.8605,12.5527,34.8713,0.652918,0.608359
252,14.4646,12.498,35.2253,0.666464,15.2154,12.1108,35.1662,0.666464,0.568991
253,14.0412,11.8789,35.5285,0.680009,14.7301,11.4954,35.4694,0.680009,0.536168
254,13.8282,11.1598,35.8403,0.693554,14.4557,10.7594,35.781,0.693554,0.513989
255,13.8524,10.4102,36.1607,0.7071,14.4264,9.97236,36.1013,0.7071,0.50586
256,14.1179,9.7087,36.49,0.720645,14.653,9.21597,36.4306,0.720645,0.513919
257,14.6011,9.13514,36.8285,0.73419,15.1185,8.57551,36.7689,0.73419,0.538498
258,15.2509,8.7606,37.1762,0.747735,15.7758,8.13003,37.1166,0.747735,0.577721
259,15.9906,8.637,37.5336,0.761281,16.5494,7.94113,37.4738,0.761281,0.627344
260,16.7254,8.78718,37.9007,0.774826,17.342,8.04185,37.8408,0.774826,0.680936
261,17.3667,9.17608,38.2443,0.741644,18.0482,8.40227,38.1836,0.741644,0.727626
262,17.8524,9.74761,38.5656,0.708463,18.5999,8.96438,38.5042,0.708463,0.765357
263,18.1472,10.4372,38.8659,0.675281,18.9576,9.66086,38.804,0.675281,0.793366
264,18.2396,11.1815,39.1463,0.642099,19.107,10.4252,39.0839,0.642099,0.811799
265,18.1365,11.9244,39.4078,0.608918,19.0533,11.1985,39.3449,0.608918,0.821322
266,17.8574,12.6205,39.6512,0.575736,18.8153,11.9327,39.5879,0.575736,0.822859
267,17.4294,13.2364,39.8773,0.542554,18.42,12.5922,39.8136,0.542554,0.817427
268,16.8826,13.7497,40.0868,0.509372,17.8978,13.1529,40.0228,0.509372,0.806034
269,16.2474,14.1485,40.2802,0.476191,17.2793,13.6012,40.2159,0.476191,0.789628
270,15.5537,14.4336,40.4507,0.426789,16.5965,13.9365,40.3858,0.426789,0.769939
271,14.8254,14.6128,40.5994,0.377388,15.8739,14.1662,40.534,0.377388,0.747577
272,14.0803,14.698,40.727,0.327986,15.1301,14.3017,40.6612,0.327986,0.723072
273,13.3303,14.7028,40.8342,0.278584,14.3778,14.3566,40.7682,0.278584,0.696868
274,12.5827,14.6421,40.9217,0.229183,13.6251,14.3458,40.8554,0.229183,0.669348
275,11.8411,14.5307,40.9899,0.179781,12.8759,14.2838,40.9233,0.179781,0.640848
276,11.1058,14.3829,41.039,0.13038,12.1315,14.1853,40.9723,0.13038,0.611669
277,10.3753,14.2128,41.0695,0.0809781,11.391,14.0643,41.0027,0.0809781,0.582089
278,9.64691,14.0341,41.0813,0.0315766,10.6522,13.9346,41.0144,0.0315766,0.552377
279,8.91928,13.8523,41.0856,0.0113747,9.91405,13.8018,41.0187,0.0113747,0.5226
280,8.19106,13.6729,41.0823,-0.00882721,9.17546,13.6715,41.0154,-0.00882721,0.492887
281,7.46092,13.5014,41.0714,-0.0290291,8.43545,13.5492,41.0045,-0.0290291,0.511156
282,6.72775,13.3434,41.0529,-0.049231,7.69323,13.4405,40.986,-0.049231,0.531294
283,5.9907,13.2047,41.0268,-0.0694329,6.94831,13.3513,40.96,-0.0694329,0.552112
284,5.24939,13.0908,40.9931,-0.0896347,6.20063,13.2871,40.9263,-0.0896347,0.573786
285,4.50401,13.0077,40.9518,-0.109837,5.45072,13.2539,40.8849,-0.109837,0.59648
286,3.75546,12.9612,40.9027,-0.130039,4.69983,13.2575,40.8359,-0.130039,0.620339
287,3.00547,12.9572,40.846,-0.15024,3.95004,13.3036,40.7792,-0.15024,0.645485
288,2.2561,12.988,40.7997,-0.122669,3.20359,13.3843,40.733,-0.122669,0.671931
289,1.5083,13.0455,40.764,-0.0950977,2.46082,13.4916,40.6972,-0.0950977,0.699332
290,0.762211,13.1219,40.7386,-0.0675264,1.72125,13.6177,40.6719,-0.0675264,0.727382
291,0.017348,13.2096,40.7236,-0.039955,0.983792,13.7547,40.6569,-0.039955,0.755809
292,-0.7271,13.3006,40.719,-0.0123837,0.247057,13.8952,40.6523,-0.0123837,0.784361
293,-1.47206,13.3875,40.7247,0.0151876,-0.49047,14.0315,40.658,0.0151876,0.812791
294,-2.21831,13.4624,40.7407,0.042759,-1.23017,14.1559,40.674,0.042759,0.840849
295,-2.96628,13.5175,40.7671,0.0703303,-1.97306,14.2608,40.7004,0.0703303,0.868268
296,-3.71577,13.5451,40.8039,0.0979016,-2.71956,14.3384,40.7372,0.0979016,0.894749
297,-4.46563,13.5307,40.8598,0.147897,-3.46986,14.3742,40.793,0.147897,0.919625
298,-5.2123,13.4601,40.935,0.197893,-4.22169,14.3538,40.868,0.197893,0.942132
299,-5.94892,13.3191,41.0299,0.247888,-4.96947,14.2623,40.9627,0.247888,0.961338
300,-6.66445,13.0943,41.1451,0.297884,-5.70341,14.0855,41.0776,0.297884,0.976114
301,-7.34291,12.7746,41.281,0.34788,-6.40859,13.8106,41.2132,0.34788,0.985142
302,-7.96278,12.3524,41.4386,0.397875,-7.06424,13.4278,41.3704,0.397875,0.986962
303,-8.49696,11.826,41.6188,0.447871,-7.64335,12.9325,41.5501,0.447871,0.98009
304,-8.91353,11.2023,41.8226,0.497866,-8.11313,12.3283,41.7533,0.497866,0.963229
305,-9.17777,10.5004,42.0514,0.547862,-8.43653,11.6304,41.9815,0.547862,0.935613
306,-9.26562,9.75554,42.2941,0.574316,-8.58395,10.8729,42.2239,0.574316,0.89949
307,-9.16128,9.01284,42.5511,0.60077,-8.53467,10.1001,42.4806,0.60077,0.856935
308,-8.86136,8.32542,42.8229,0.627224,-8.27971,9.36595,42.7522,0.627224,0.811097
309,-8.37897,7.75114,43.1102,0.653678,-7.82627,8.73096,43.0391,0.653678,0.766261
310,-7.74706,7.34717,43.4135,0.680133,-7.20191,8.25734,43.3421,0.680133,0.727659
311,-7.02014,7.16256,43.7336,0.706587,-6.45717,8.00166,43.6619,0.706587,0.701031
312,-6.2731,7.22918,44.0712,0.733041,-5.66568,8.00549,43.9991,0.733041,0.691865
313,-5.59615,7.55203,44.4273,0.759495,-4.92027,8.28478,44.3547,0.759495,0.704311
314,-5.08449,8.1004,44.8023,0.785398,-4.3239,8.81933,44.7293,0.785398,0.739759
315,-4.7983,8.79365,45.1616,0.763989,-3.95649,9.52642,45.0882,0.763989,0.787293
316,-4.76282,9.54281,45.5058,0.74258,-3.85079,10.3125,45.4321,0.74258,0.84084
317,-4.97179,10.2631,45.8354,0.721171,-4.00549,11.0868,45.7615,0.721171,0.894987
318,-5.39407,10.8829,46.1512,0.699762,-4.39212,11.7716,46.0769,0.699762,0.945318
319,-5.9817,11.349,46.4534,0.678352,-4.96339,12.3078,46.3789,0.678352,0.988549
320,-6.67783,11.6281,46.7426,0.656943,-5.66166,12.6569,46.6679,0.656943,1.02251
321,-7.42373,11.7064,47.0192,0.635534,-6.42631,12.801,46.9443,0.635534,1.04601
322,-8.16418,11.5872,47.2836,0.614125,-7.19965,12.74,47.2085,0.614125,1.05871
323,-8.85134,11.2866,47.5362,0.592716,-7.93096,12.488,47.4609,0.592716,1.06089
324,-9.45351,10.8396,47.7625,0.543127,-8.58285,12.0804,47.6864,0.543127,1.05576
325,-9.95389,10.2809,47.9643,0.493538,-9.13687,11.5529,47.8874,0.493538,1.04451
326,-10.3472,9.6423,48.1426,0.443949,-9.58648,10.938,48.0652,0.443949,1.02821
327,-10.6365,8.95034,48.2987,0.39436,-9.93373,10.263,48.2207,0.39436,1.00775
328,-10.8303,8.2258,48.4334,0.344771,-10.1864,9.54975,48.355,0.344771,0.983903
329,-10.9404,7.48392,48.5474,0.295182,-10.356,8.8142,48.4687,0.295182,0.957346
330,-10.9803,6.73499,48.6414,0.245593,-10.4555,8.06753,48.5624,0.245593,0.928665
331,-10.9645,5.98515,48.7158,0.196004,-10.4993,7.31674,48.6366,0.196004,0.898375
332,-10.9072,5.23735,48.7711,0.146415,-10.5016,6.56561,48.6917,0.146415,0.866939
333,-10.8178,4.49269,48.8142,0.114239,-10.4716,5.81551,48.7347,0.114239,0.834527
334,-10.7055,3.75115,48.845,0.0820617,-10.4185,5.06704,48.7655,0.0820617,0.801446
335,-10.5793,3.01184,48.8637,0.0498848,-10.3514,4.31991,48.7842,0.0498848,0.767974
336,-10.4482,2.27338,48.8704,0.0177079,-10.2794,3.57336,48.7908,0.0177079,0.734379
337,-10.3211,1.53423,48.8649,-0.0144691,-10.2115,2.82643,48.7854,-0.0144691,0.700924
338,-10.207,0.792962,48.8474,-0.046646,-10.1566,2.07832,48.7679,-0.046646,0.66788
339,-10.1149,0.04864,48.8178,-0.0788229,-10.1239,1.32871,48.7383,-0.0788229,0.644534
340,-10.054,-0.698881,48.776,-0.111,-10.1225,0.578058,48.6965,-0.111,0.67273
341,-10.0335,-1.4486,48.722,-0.143177,-10.1616,-0.172016,48.6425,-0.143177,0.70234
342,-10.0494,-2.19843,48.6736,-0.128358,-10.237,-0.919104,48.5941,-0.128358,0.733463
343,-10.0972,-2.9469,48.6308,-0.11354,-10.3441,-1.6621,48.5514,-0.11354,0.765852
344,-10.1729,-3.69308,48.5937,-0.0987214,-10.4788,-2.40043,48.5143,-0.0987214,0.799287
345,-10.272,-4.4365,48.5621,-0.083903,-10.6367,-3.13401,48.4827,-0.083903,0.833566
346,-10.3904,-5.1771,48.5362,-0.0690845,-10.8135,-3.86314,48.4568,-0.0690845,0.868511
347,-10.5239,-5.91513,48.5158,-0.0542661,-11.0051,-4.58841,48.4364,-0.0542661,0.903961
348,-10.6682,-6.6511,48.501,-0.0394477,-11.2073,-5.3107,48.4216,-0.0394477,0.939766
349,-10.8194,-7.38572,48.4918,-0.0246293,-11.4163,-6.03105,48.4124,-0.0246293,0.975791
350,-10.9732,-8.11977,48.4881,-0.00981082,-11.6279,-6.75059,48.4087,-0.00981082,1.0119
351,-11.1165,-8.85596,48.5025,0.0383789,-11.8291,-7.47318,48.4231,0.0383789,1.04768
352,-11.2357,-9.59642,48.535,0.0865687,-12.0068,-8.20223,48.4556,0.0865687,1.08263
353,-11.3172,-10.342,48.5859,0.134758,-12.1474,-8.93991,48.5064,0.134758,1.11616
354,-11.3467,-11.0914,48.6553,0.182948,-12.2368,-9.68637,48.5756,0.182948,1.14755
355,-11.3101,-11.8405,48.7435,0.231138,-12.2603,-10.4389,48.6637,0.231138,1.1759
356,-11.1933,-12.5814,48.8511,0.279328,-12.2031,-11.191,48.771,0.279328,1.20006
357,-10.9833,-13.3014,48.9785,0.327518,-12.0509,-11.9316,48.8981,0.327518,1.21866
358,-10.6695,-13.9825,49.1264,0.375707,-11.791,-12.6438,49.0457,0.375707,1.23012
359,-10.2455,-14.6012,49.2956,0.423897,-11.4142,-13.3045,49.2145,0.423897,1.2327
360,-9.71415,-15.1305,49.4819,0.461153,-10.9206,-13.8861,49.4005,0.461153,1.2254
361,-9.08658,-15.5412,49.686,0.498408,-10.3178,-14.3578,49.6043,0.498408,1.20728
362,-8.38383,-15.8032,49.9086,0.535664,-9.62353,-14.6869,49.8265,0.535664,1.17801
363,-7.63878,-15.8892,50.1505,0.57292,-8.86768,-14.8417,50.0679,0.57292,1.13819
364,-6.8969,-15.7792,50.4127,0.610175,-8.09374,-14.7965,50.3296,0.610175,1.08978
365,-6.21542,-15.466,50.6963,0.647431,-7.35889,-14.5366,50.6126,0.647431,1.03644
366,-5.66003,-14.962,51.0024,0.684687,-6.73159,-14.0659,50.9181,0.684687,0.983785
367,-5.29807,-14.3051,51.3326,0.721942,-6.28579,-13.4142,51.2476,0.721942,0.939326
368,-5.18762,-13.5633,51.6885,0.759198,-6.09077,-12.6426,51.6026,0.759198,0.911922
369,-5.33842,-12.8286,52.0387,0.751267,-6.1726,-11.8521,51.9528,0.751267,0.905315
370,-5.72861,-12.1881,52.3834,0.743336,-6.51653,-11.1373,52.2975,0.743336,0.919364
371,-6.30971,-11.7139,52.7227,0.735405,-7.07812,-10.5788,52.6367,0.735405,0.951748
372,-7.01411,-11.4564,53.0566,0.727473,-7.79072,-10.2362,52.9705,0.727473,0.998401
373,-7.76393,-11.44,53.3852,0.719542,-8.57457,-10.1424,53.2991,0.719542,1.05411
374,-8.48011,-11.6627,53.7086,0.711611,-9.34634,-10.3027,53.6224,0.711611,1.11312
375,-9.09065,-12.0983,54.0268,0.70368,-10.028,-10.6961,53.9406,0.70368,1.16979
376,-9.53731,-12.7008,54.3399,0.695749,-10.5543,-11.2797,54.2537,0.695749,1.21905
377,-9.78022,-13.4103,54.648,0.687818,-10.8781,-11.9946,54.5618,0.687818,1.25684
378,-9.81729,-14.1594,54.9284,0.641992,-10.9896,-12.7653,54.8412,0.641992,1.28324
379,-9.66463,-14.8937,55.1829,0.596166,-10.9034,-13.5342,55.0947,0.596166,1.29916
380,-9.34852,-15.5738,55.413,0.55034,-10.6451,-14.259,55.3241,0.55034,1.30572
381,-8.89933,-16.1745,55.62,0.504514,-10.245,-14.912,55.5305,0.504514,1.30407
382,-8.34724,-16.6821,55.8052,0.458687,-9.73341,-15.4776,55.7152,0.458687,1.29532
383,-7.71956,-17.0926,55.9695,0.412861,-9.13825,-15.9503,55.879,0.412861,1.28052
384,-7.03942,-17.4087,56.1136,0.367035,-8.48331,-16.3313,56.0228,0.367035,1.26065
385,-6.32523,-17.6377,56.2384,0.321209,-7.7878,-16.6271,56.1472,0.321209,1.23659
386,-5.59083,-17.7898,56.3444,0.275383,-7.06646,-16.8472,56.2529,0.275383,1.20914
387,-4.84578,-17.8759,56.4337,0.233794,-6.32955,-17.0019,56.342,0.233794,1.1789
388,-4.09644,-17.9074,56.5067,0.192206,-5.5843,-17.1023,56.4148,0.192206,1.14647
389,-3.34653,-17.8962,56.5636,0.150617,-4.83533,-17.1602,56.4716,0.150617,1.11243
390,-2.5977,-17.8543,56.6046,0.109028,-4.08519,-17.1873,56.5126,0.109028,1.07725
391,-1.85018,-17.7934,56.6299,0.0674394,-3.33499,-17.1954,56.5378,0.0674394,1.04141
392,-1.10328,-17.7253,56.6396,0.0258507,-2.58496,-17.1963,56.5475,0.0258507,1.00534
393,-0.355989,-17.6615,56.6337,-0.015738,-1.83496,-17.2016,56.5416,-0.015738,0.969471
394,0.392497,-17.6139,56.6122,-0.0573268,-1.08509,-17.223,56.5201,-0.0573268,0.934252
395,1.14224,-17.5942,56.575,-0.0989155,-0.336197,-17.2723,56.4829,-0.0989155,0.900154
396,1.8922,-17.6021,56.5381,-0.0980304,0.410365,-17.3492,56.446,-0.0980304,0.867371
397,2.64136,-17.6374,56.5016,-0.0971453,1.15361,-17.4533,56.4095,-0.0971453,0.835938
398,3.38876,-17.6998,56.4654,-0.0962602,1.89259,-17.5842,56.3733,-0.0962602,0.805882
399,4.13344,-17.789,56.4295,-0.0953751,2.62639,-17.7415,56.3374,-0.0953751,0.777231
400,4.87449,-17.9045,56.394,-0.09449,3.35413,-17.9249,56.3019,-0.09449,0.770344
401,5.611,-18.0461,56.3587,-0.0936049,4.07496,-18.1337,56.2667,-0.0936049,0.811806
402,6.34213,-18.2133,56.3239,-0.0927198,4.78806,-18.3675,56.2318,-0.0927198,0.854145
403,7.06705,-18.4056,56.2893,-0.0918347,5.49265,-18.6258,56.1973,-0.0918347,0.897301
404,7.78497,-18.6226,56.2551,-0.0909496,6.18799,-18.9081,56.1631,-0.0909496,0.941214
405,8.49884,-18.8526,56.237,-0.0484045,6.87781,-19.2027,56.145,-0.0484045,0.985571
406,9.21219,-19.0842,56.2348,-0.00585929,7.56688,-19.4989,56.1428,-0.00585929,1.02999
407,9.92867,-19.3059,56.2485,0.0366859,8.26001,-19.7855,56.1565,0.0366859,1.07412
408,10.6514,-19.5062,56.2783,0.0792311,8.96161,-20.0515,56.1863,0.0792311,1.11755
409,11.3826,-19.6731,56.3242,0.121776,9.67509,-20.2852,56.2321,0.121776,1.15981
410,12.1228,-19.7943,56.3864,0.164321,10.4023,-20.4745,56.2942,0.164321,1.20029
411,12.8701,-19.8569,56.4651,0.206867,11.143,-20.6062,56.3728,0.206867,1.23822
412,13.6201,-19.848,56.5606,0.249412,11.8939,-20.6671,56.4681,0.249412,1.27262
413,14.3643,-19.7547,56.6733,0.291957,12.6483,-20.6433,56.5806,0.291957,1.30227
414,15.0898,-19.5648,56.8047,0.337046,13.3948,-20.521,56.7118,0.337046,1.32564
415,15.7786,-19.2681,56.9554,0.382136,14.1165,-20.288,56.8622,0.382136,1.341
416,16.407,-18.8586,57.1262,0.427225,14.7905,-19.9351,57.0325,0.427225,1.34648
417,16.9459,-18.337,57.3177,0.472315,15.3878,-19.4593,57.2237,0.472315,1.34023
418,17.3621,-17.7131,57.5312,0.517404,15.8735,-18.866,57.4366,0.517404,1.32075
419,17.6206,-17.0091,57.7676,0.562493,16.2096,-18.1726,57.6724,0.562493,1.28727
420,17.6889,-16.2622,58.0283,0.607583,16.358,-17.412,57.9324,0.607583,1.24035
421,17.5432,-15.5265,58.315,0.652672,16.2869,-16.6352,58.2182,0.652672,1.18254
422,17.1771,-14.8719,58.6294,0.697762,15.979,-15.9121,58.5317,0.697762,1.11915
423,16.6245,-14.3648,58.9478,0.70394,15.4597,-15.3205,58.8501,0.70394,1.06026
424,15.9397,-14.0589,59.2702,0.710119,14.7792,-14.9233,59.1724,0.710119,1.01245
425,15.193,-13.9888,59.5966,0.716298,14.0063,-14.7648,59.4989,0.716298,0.981318
426,14.464,-14.1649,59.9272,0.722476,13.2229,-14.8655,59.8294,0.722476,0.970851
427,13.8332,-14.5706,60.2619,0.728655,12.5149,-15.2181,60.1641,0.728655,0.982857
428,13.3732,-15.163,60.6008,0.734834,11.9635,-15.7864,60.5029,0.734834,1.01656
429,13.1392,-15.8756,60.9439,0.741012,11.6346,-16.5079,60.846,0.741012,1.06848
430,13.1619,-16.6252,61.2912,0.747191,11.5706,-17.2993,61.1933,0.747191,1.13267
431,13.4414,-17.3212,61.643,0.75337,11.783,-18.0654,61.545,0.75337,1.2013
432,13.9288,-17.8912,61.9685,0.714957,12.2269,-18.7171,61.8697,0.714957,1.26396
433,14.5634,-18.291,62.2696,0.676544,12.8404,-19.2037,62.17,0.676544,1.31782
434,15.2833,-18.5012,62.5478,0.638131,13.56,-19.5005,62.4474,0.638131,1.36134
435,16.033,-18.522,62.8042,0.599719,14.3272,-19.604,62.7032,0.599719,1.39393
436,16.7669,-18.367,63.0399,0.561306,15.0936,-19.5252,62.9384,0.561306,1.41572
437,17.4504,-18.0583,63.2561,0.522893,15.8221,-19.2846,63.1541,0.522893,1.42725
438,18.0601,-17.6216,63.4535,0.48448,16.4867,-18.9069,63.3511,0.48448,1.42935
439,18.5821,-17.083,63.6328,0.446068,17.0713,-18.4182,63.5301,0.446068,1.42299
440,19.0105,-16.4674,63.7947,0.407655,17.5678,-17.8432,63.6917,0.407655,1.40921
441,19.348,-15.7976,63.9359,0.359967,17.9773,-17.206,63.8324,0.359967,1.38954
442,19.6021,-15.092,64.0569,0.31228,18.3059,-16.5258,63.9532,0.31228,1.365
443,19.7834,-14.3643,64.1585,0.264592,18.5634,-15.8173,64.0545,0.264592,1.33653
444,19.904,-13.624,64.2412,0.216904,18.7611,-15.0912,64.1369,0.216904,1.305
445,19.9769,-12.8776,64.3053,0.169217,18.9119,-14.3549,64.2008,0.169217,1.27118
446,20.0156,-12.1286,64.3511,0.121529,19.0287,-13.6133,64.2464,0.121529,1.23579
447,20.0335,-11.3788,64.3788,0.0738416,19.1249,-12.8692,64.2741,0.0738416,1.19948
448,20.044,-10.6289,64.3886,0.0261539,19.2138,-12.1245,64.2838,0.0261539,1.16289
449,20.0606,-9.87904,64.3805,-0.0215337,19.3088,-11.3805,64.2758,-0.0215337,1.12663
450,20.0869,-9.1295,64.3675,-0.0346524,19.4133,-10.6377,64.2628,-0.0346524,1.09091
451,20.1267,-8.38055,64.3496,-0.0477712,19.5312,-9.89694,64.2448,-0.0477712,1.05592
452,20.1836,-7.63271,64.3267,-0.0608899,19.666,-9.15896,64.222,-0.0608899,1.02189
453,20.2612,-6.88674,64.2989,-0.0740087,19.8213,-8.42491,64.1942,-0.0740087,0.989034
454,20.3633,-6.14372,64.2662,-0.0871274,20.0006,-7.69623,64.1614,-0.0871274,0.957599
455,20.4932,-5.40507,64.2285,-0.100246,20.2072,-6.97471,64.1237,-0.100246,0.927834
456,20.6546,-4.67264,64.1858,-0.113365,20.4445,-6.26251,64.081,-0.113365,0.900006
457,20.8508,-3.94873,64.1381,-0.126484,20.7155,-5.56227,64.0333,-0.126484,0.874396
458,21.0847,-3.23616,64.0854,-0.139602,21.0231,-4.8771,63.9807,-0.139602,0.851296
459,21.347,-2.5335,64.0454,-0.106091,21.3575,-4.20515,63.9408,-0.106091,0.841109
460,21.6283,-1.83826,64.0182,-0.0725795,21.71,-3.54283,63.9136,-0.0725795,0.893175
461,21.9197,-1.1472,64.0035,-0.039068,22.0721,-2.88592,63.8989,-0.039068,0.945544
462,22.2126,-0.456761,64.0014,-0.00555653,22.4355,-2.22982,63.8969,-0.00555653,0.997961
463,22.4983,0.236716,64.0119,0.0279549,22.792,-1.56992,63.9073,0.0279549,1.05018
464,22.7678,0.936599,64.035,0.0614664,23.1332,-0.901838,63.9304,0.0614664,1.10193
465,23.0122,1.64566,64.0707,0.0949778,23.4506,-0.221751,63.9661,0.0949778,1.15289
466,23.222,2.36573,64.1192,0.128489,23.7348,0.473258,64.0145,0.128489,1.20264
467,23.3873,3.0973,64.1805,0.162001,23.9762,1.18485,64.0757,0.162001,1.25068
468,23.4932,3.83978,64.2609,0.211332,24.16,1.91446,64.156,0.211332,1.29605
469,23.5245,4.58912,64.3609,0.260664,24.2705,2.66003,64.2558,0.260664,1.33757
470,23.4657,5.33682,64.4811,0.309995,24.2913,3.41511,64.3756,0.309995,1.37367
471,23.3026,6.06886,64.6219,0.359326,24.2062,4.16769,64.5162,0.359326,1.40242
472,23.0232,6.76489,64.7843,0.408658,24.0006,4.8991,64.6781,0.408658,1.42158
473,22.6207,7.39772,64.9692,0.457989,23.6635,5.58321,64.8625,0.457989,1.42867
474,22.0959,7.93356,65.1776,0.50732,23.191,6.18612,65.0703,0.50732,1.42125
475,21.4615,8.33352,65.411,0.556652,22.5896,6.66701,65.303,0.556652,1.3973
476,20.7455,8.55703,65.6708,0.605983,21.8812,6.9808,65.562,0.605983,1.35595
477,19.9959,8.58073,65.9418,0.625779,21.1126,7.09455,65.8329,0.625779,1.30141
478,19.2694,8.39456,66.2243,0.645576,20.3403,6.99,66.1152,0.645576,1.23773
479,18.6281,8.00565,66.5186,0.665372,19.629,6.66569,66.4093,0.665372,1.17041
480,18.134,7.4414,66.8251,0.685168,19.046,6.14084,66.7156,0.685168,1.1063
481,17.8419,6.75064,67.1441,0.704964,18.6549,5.4577,67.0344,0.704964,1.05298
482,17.7908,6.00238,67.4762,0.724761,18.5061,4.68162,67.3663,0.724761,1.018
483,17.9963,5.28107,67.8217,0.744557,18.6282,3.89761,67.7116,0.744557,1.00767
484,18.4424,4.67817,68.1813,0.764353,19.0188,3.20297,68.0709,0.764353,1.0258
485,19.078,4.27997,68.5553,0.784149,19.6381,2.69548,68.4446,0.784149,1.07232
486,19.8121,4.12658,68.9091,0.75621,20.3904,2.43705,68.7978,0.75621,1.13388
487,20.5559,4.22265,69.2435,0.728271,21.1811,2.44104,69.1317,0.728271,1.20336
488,21.2331,4.54517,69.5596,0.700331,21.927,2.69023,69.4473,0.700331,1.27444
489,21.7853,5.05259,69.8581,0.672392,22.563,3.14628,69.7455,0.672392,1.34199
490,22.1747,5.69358,70.1399,0.644452,23.0444,3.75891,70.0269,0.644452,1.40217
491,22.3821,6.41433,70.4057,0.616513,23.3462,4.47378,70.2923,0.616513,1.45231
492,22.4045,7.164,70.656,0.588573,23.4606,5.23836,70.5424,0.588573,1.49086
493,22.2514,7.89821,70.8914,0.560634,23.3933,6.00587,70.7775,0.560634,1.5171
494,21.941,8.58097,71.1125,0.532694,23.1597,6.73756,70.9983,0.532694,1.53103
495,21.5033,9.18999,71.309,0.482707,22.7893,7.40608,71.1942,0.482707,1.53497
496,20.9672,9.71445,71.4822,0.432719,22.3112,7.99823,71.3668,0.432719,1.53012
497,20.3583,10.1523,71.6332,0.382731,21.7514,8.50991,71.5173,0.382731,1.51775
498,19.6979,10.5078,71.7628,0.332743,21.1319,8.94369,71.6465,0.332743,1.49908
499,19.0028,10.7894,71.8718,0.282756,20.4706,9.30669,71.7551,0.282756,1.47527
